chapter_number	verse_number	token_number	arabic	embedding_id	translation	pause_mark	irab_end	chunk_end
2	235	9	ٱلنِّسَآءِ	279	[to] the women	0	1	1
2	235	10	أَوْ	14	or	0	0	0
2	235	11	أَكْنَنتُمْ	139902	you conceal it	0	0	0
2	235	12	فِىٓ	1	in	0	0	0
2	235	13	أَنفُسِكُمْ	4079	yourselves.	5	1	1
2	235	14	عَلِمَ	220	Knows	0	0	0
2	235	15	ٱللَّهُ	4	Allah	0	1	0
2	235	16	أَنَّكُمْ	2845	that you	0	0	0
2	235	17	سَتَذْكُرُونَهُنَّ	157248	will mention them,	0	1	1
2	235	18	وَلَٰكِن	142	[and] but	0	0	0
2	235	19	لَّا	10	(do) not	0	0	0
2	235	20	تُوَاعِدُوهُنَّ	93367	promise them (widows)	0	0	0
2	235	21	سِرًّا	5857	secretly	0	1	1
2	235	22	إِلَّآ	27	except	0	0	0
2	235	23	أَن	3	that	0	0	0
2	235	24	تَقُولُوا۟	9550	you say	0	1	0
2	235	25	قَوْلًا	3118	a saying	0	0	0
2	235	26	مَّعْرُوفًا	6755	honorable.	5	1	1
2	235	27	وَلَا	19	And (do) not	0	0	0
2	235	28	تَعْزِمُوا۟	103816	resolve (on)	0	0	0
2	235	29	عُقْدَةَ	9617	the knot	0	0	0
2	235	30	ٱلنِّكَاحِ	1225	(of) marriage	0	1	0
2	235	31	حَتَّىٰ	52	until	0	0	0
2	235	32	يَبْلُغَ	1246	reaches	0	0	0
2	235	33	ٱلْكِتَٰبُ	166	the prescribed term	0	1	0
2	235	34	أَجَلَهُۥ	5680	its end.	5	0	1
2	235	35	وَٱعْلَمُوٓا۟	12501	And know	0	1	0
2	235	36	أَنَّ	3	that	0	0	0
2	235	37	ٱللَّهَ	4	Allah	0	0	0
2	235	38	يَعْلَمُ	518	knows	0	1	0
2	235	39	مَا	11	what	0	0	0
2	235	40	فِىٓ	1	(is) within	0	0	0
2	235	41	أَنفُسِكُمْ	4079	yourselves	0	1	1
2	235	42	فَٱحْذَرُوهُ	88152	so beware of Him.	5	1	1
2	235	43	وَٱعْلَمُوٓا۟	12501	And know	0	0	0
2	235	44	أَنَّ	3	that	0	0	0
2	235	45	ٱللَّهَ	4	Allah	0	0	0
2	235	46	غَفُورٌ	8287	(is) Oft-Forgiving,	0	0	0
2	235	47	حَلِيمٌ	14155	Most Forbearing.	0	1	1
2	236	1	لَّا	10	(There is) no	0	0	0
2	236	2	جُنَاحَ	4914	blame	0	0	0
2	236	3	عَلَيْكُمْ	289	upon you	0	1	0
2	236	4	إِن	3	if	0	0	0
2	236	5	طَلَّقْتُمُ	34918	you divorce	0	0	0
2	236	6	ٱلنِّسَآءَ	279	[the] women	0	1	1
2	236	7	مَا	11	whom	0	0	0
2	236	8	لَمْ	24	not	0	0	0
2	236	9	تَمَسُّوهُنَّ	42612	you have touched	0	1	0
2	236	10	أَوْ	14	nor	0	0	0
2	236	11	تَفْرِضُوا۟	93806	you specified	0	0	0
2	236	12	لَهُنَّ	4251	for them	0	1	0
2	236	13	فَرِيضَةً	6380	an obligation (dower).	5	0	1
2	236	14	وَمَتِّعُوهُنَّ	101997	And make provision for them -	0	1	1
2	236	15	عَلَى	5	upon	0	0	0
2	236	16	ٱلْمُوسِعِ	22095	the wealthy	0	0	0
2	236	17	قَدَرُهُۥ	2340	according to his means	0	1	0
2	236	18	وَعَلَى	169	and upon	0	0	0
2	236	19	ٱلْمُقْتِرِ	85373	the poor	0	0	0
2	236	20	قَدَرُهُۥ	2340	according to his means -	0	1	1
2	236	21	مَتَٰعًۢا	18299	a provision	0	0	0
2	236	22	بِٱلْمَعْرُوفِ	2722	in a fair manner,	3	1	1
2	236	23	حَقًّا	1567	a duty	0	0	0
2	236	24	عَلَى	5	upon	0	0	0
2	236	25	ٱلْمُحْسِنِينَ	10078	the good-doers.	0	1	1
2	237	1	وَإِن	44	And if	0	0	0
2	237	2	طَلَّقْتُمُوهُنَّ	53503	you divorce them	0	1	0
2	237	3	مِن	2	from	0	0	0
2	237	4	قَبْلِ	74	before	0	0	0
2	237	5	أَن	3	[that]	0	0	0
2	237	6	تَمَسُّوهُنَّ	42612	you (have) touched them	0	1	1
2	237	7	وَقَدْ	46	while already	0	0	0
2	237	8	فَرَضْتُمْ	54319	you have specified	0	0	0
2	237	9	لَهُنَّ	4251	for them	0	0	0
2	237	10	فَرِيضَةً	6380	an obligation (dower),	0	1	1
2	237	11	فَنِصْفُ	36765	then (give) half	0	0	0
2	237	12	مَا	11	(of) what	0	0	0
2	237	13	فَرَضْتُمْ	54319	you have specified,	0	1	0
2	237	14	إِلَّآ	27	unless	0	0	0
2	237	15	أَن	3	[that]	0	0	0
2	237	16	يَعْفُونَ	60830	they (women) forgo (it)	0	1	1
2	237	17	أَوْ	14	or	0	0	0
2	237	18	يَعْفُوَا۟	16199	forgoes	0	0	0
2	237	19	ٱلَّذِى	31	the one	0	1	0
2	237	20	بِيَدِهِۦ	1361	in whose hands	0	0	0
2	237	21	عُقْدَةُ	9617	(is the) knot	0	0	0
2	237	22	ٱلنِّكَاحِ	1225	(of) the marriage.	5	1	1
2	237	23	وَأَن	44	And that	0	0	0
2	237	24	تَعْفُوٓا۟	63105	you forgo,	0	1	0
2	237	25	أَقْرَبُ	1460	(is) nearer	0	0	0
2	237	26	لِلتَّقْوَىٰ	30100	to [the] righteousness.	5	1	1
2	237	27	وَلَا	19	And (do) not	0	0	0
2	237	28	تَنسَوُا۟	31390	forget	0	1	0
2	237	29	ٱلْفَضْلَ	628	the graciousness	0	0	0
2	237	30	بَيْنَكُمْ	5313	among you.	5	1	1
2	237	31	إِنَّ	3	Indeed,	0	0	0
2	237	32	ٱللَّهَ	4	Allah	0	0	0
2	237	33	بِمَا	90	of what	0	1	0
2	237	34	تَعْمَلُونَ	7006	you do	0	0	0
2	237	35	بَصِيرٌ	9461	(is) All-Seer.	0	1	1
2	238	1	حَٰفِظُوا۟	27790	Guard strictly	0	0	0
2	238	2	عَلَى	5	[on]	0	0	0
2	238	3	ٱلصَّلَوَٰتِ	3853	the prayers,	0	1	0
2	238	4	وَٱلصَّلَوٰةِ	1836	and the prayer -	0	0	0
2	238	5	ٱلْوُسْطَىٰ	2450	[the] middle,	0	1	1
2	238	6	وَقُومُوا۟	45656	and stand up	0	0	0
2	238	7	لِلَّهِ	210	for Allah	0	1	0
2	238	8	قَٰنِتِينَ	48632	devoutly obedient.	0	1	1
2	239	1	فَإِنْ	59	And if	0	0	0
2	239	2	خِفْتُمْ	20442	you fear	0	1	0
2	239	3	فَرِجَالًا	85721	then (pray) on foot	0	0	0
2	239	4	أَوْ	14	or	0	0	0
2	239	5	رُكْبَانًا	50547	riding.	3	1	1
2	239	6	فَإِذَآ	164	Then when	0	0	0
2	239	7	أَمِنتُمْ	23564	you are secure	0	1	0
2	239	8	فَٱذْكُرُوا۟	30928	then remember	0	0	0
2	239	9	ٱللَّهَ	4	Allah	0	1	1
2	239	10	كَمَا	41	as	0	0	0
2	239	11	عَلَّمَكُم	23406	He (has) taught you	0	1	0
2	239	12	مَّا	11	what	0	0	0
2	239	13	لَمْ	24	not	0	0	0
2	239	14	تَكُونُوا۟	8584	you were	0	1	0
2	239	15	تَعْلَمُونَ	4296	knowing.	0	1	1
2	240	1	وَٱلَّذِينَ	1426	And those who	0	0	0
2	240	2	يُتَوَفَّوْنَ	43297	die	0	0	0
2	240	3	مِنكُمْ	901	among you	0	1	0
2	240	4	وَيَذَرُونَ	44872	and leave behind	0	0	0
2	240	5	أَزْوَٰجًا	17087	(their) wives	0	1	1
2	240	6	وَصِيَّةً	5414	(should make) a will	0	0	0
2	240	7	لِّأَزْوَٰجِهِم	86592	for their wives,	0	1	1
2	240	8	مَّتَٰعًا	18299	provision	0	0	0
2	240	9	إِلَى	8	for	0	0	0
2	240	10	ٱلْحَوْلِ	5150	the year	0	1	0
2	240	11	غَيْرَ	47	without	0	0	0
2	240	12	إِخْرَاجٍ	3623	driving (them) out.	5	1	1
2	240	13	فَإِنْ	59	But if	0	0	0
2	240	14	خَرَجْنَ	53237	they leave	0	1	0
2	240	15	فَلَا	81	then no	0	0	0
2	240	16	جُنَاحَ	4914	blame	0	0	0
2	240	17	عَلَيْكُمْ	289	upon you	0	1	1
2	240	18	فِى	1	in	0	0	0
2	240	19	مَا	11	what	0	0	0
2	240	20	فَعَلْنَ	24928	they do	0	1	0
2	240	21	فِىٓ	1	concerning	0	0	0
2	240	22	أَنفُسِهِنَّ	29195	themselves	0	0	0
2	240	23	مِن	2	[of]	0	0	0
2	240	24	مَّعْرُوفٍ	1654	honorably.	4	1	1
2	240	25	وَٱللَّهُ	132	And Allah	0	0	0
2	240	26	عَزِيزٌ	5049	(is) All-Mighty,	0	0	0
2	240	27	حَكِيمٌ	2336	All-Wise.	0	1	1
2	241	1	وَلِلْمُطَلَّقَٰتِ	112409	And for the divorced women,	0	0	0
2	241	2	مَتَٰعٌۢ	8267	(is) a provision	0	0	0
2	241	3	بِٱلْمَعْرُوفِ	2722	in a fair manner -	3	1	1
2	241	4	حَقًّا	1567	a duty	0	0	0
2	241	5	عَلَى	5	upon	0	0	0
2	241	6	ٱلْمُتَّقِينَ	8073	the righteous.	0	1	1
2	242	1	كَذَٰلِكَ	238	Thus	0	0	0
2	242	2	يُبَيِّنُ	2319	makes clear	0	1	0
2	242	3	ٱللَّهُ	4	Allah	0	0	0
2	242	4	لَكُمْ	366	for you	0	0	0
2	242	5	ءَايَٰتِهِۦ	6859	His Verses	0	1	1
2	242	6	لَعَلَّكُمْ	6199	so that you may	0	0	0
2	242	7	تَعْقِلُونَ	18254	use your intellect.	0	1	1
2	243	1	أَلَمْ	1424	Did not	0	0	0
2	243	2	تَرَ	6228	you see	0	0	0
2	243	3	إِلَى	8	[to]	0	0	0
2	243	4	ٱلَّذِينَ	101	those who	0	1	0
2	243	5	خَرَجُوا۟	6996	went out	0	0	0
2	243	6	مِن	2	from	0	0	0
2	243	7	دِيَٰرِهِمْ	10622	their homes	0	1	1
2	243	8	وَهُمْ	331	and they	0	0	0
2	243	9	أُلُوفٌ	26299	(were in) thousands	0	1	0
2	243	10	حَذَرَ	8822	(in) fear	0	0	0
2	243	11	ٱلْمَوْتِ	668	(of) [the] death?	0	1	1
2	243	12	فَقَالَ	60	Then said	0	0	0
2	243	13	لَهُمُ	124	to them	0	0	0
2	243	14	ٱللَّهُ	4	Allah,	0	1	0
2	243	15	مُوتُوا۟	54676	"Die;"	0	1	0
2	243	16	ثُمَّ	36	then	0	0	0
2	243	17	أَحْيَٰهُمْ	64816	He restored them to life.	5	1	1
2	243	18	إِنَّ	3	Indeed,	0	0	0
2	243	19	ٱللَّهَ	4	Allah	0	0	0
2	243	20	لَذُو	33942	(is) surely Possessor	0	0	0
2	243	21	فَضْلٍ	1007	(of) bounty	0	0	0
2	243	22	عَلَى	5	for	0	0	0
2	243	23	ٱلنَّاسِ	78	[the] mankind	0	1	1
2	243	24	وَلَٰكِنَّ	142	[and] but	0	0	0
2	243	25	أَكْثَرَ	141	most	0	0	0
2	243	26	ٱلنَّاسِ	78	(of) the people	0	1	0
2	243	27	لَا	10	(are) not	0	0	0
2	243	28	يَشْكُرُونَ	37283	grateful.	0	1	1
2	244	1	وَقَٰتِلُوا۟	26636	And fight	0	0	0
2	244	2	فِى	1	in	0	0	0
2	244	3	سَبِيلِ	369	(the) way	0	0	0
2	244	4	ٱللَّهِ	4	(of) Allah,	0	1	1
2	244	5	وَٱعْلَمُوٓا۟	12501	and know	0	0	0
2	244	6	أَنَّ	3	that	0	0	0
2	244	7	ٱللَّهَ	4	Allah	0	1	0
2	244	8	سَمِيعٌ	9478	(is) All-Hearing,	0	0	0
2	244	9	عَلِيمٌ	3923	All-Knowing.	0	1	1
2	245	1	مَّن	2	Who	0	0	0
2	245	2	ذَا	909	(is) the one	0	0	0
2	245	3	ٱلَّذِى	31	who	0	1	0
2	245	4	يُقْرِضُ	31383	will lend	0	0	0
2	245	5	ٱللَّهَ	4	(to) Allah -	0	1	0
2	245	6	قَرْضًا	17468	a loan	0	0	0
2	245	7	حَسَنًا	3831	good,	0	1	1
2	245	8	فَيُضَٰعِفَهُۥ	75168	so (that) He multiplies it	0	0	0
2	245	9	لَهُۥٓ	22	for him -	0	1	0
2	245	10	أَضْعَافًا	30400	manifolds	0	0	0
2	245	11	كَثِيرَةً	545	many	5	1	1
2	245	12	وَٱللَّهُ	132	And Allah	0	0	0
2	245	13	يَقْبِضُ	8092	withholds	0	0	0
2	245	14	وَيَبْصُۜطُ	48783	and grants abundance,	0	1	1
2	245	15	وَإِلَيْهِ	4704	and to Him	0	0	0
2	245	16	تُرْجَعُونَ	17548	you will be returned.	0	1	1
2	246	1	أَلَمْ	1424	Did not	0	0	0
2	246	2	تَرَ	6228	you see	0	0	0
2	246	3	إِلَى	8	[towards]	0	0	0
2	246	4	ٱلْمَلَإِ	7397	the chiefs	0	1	0
2	246	5	مِنۢ	2	of	0	0	0
2	246	6	بَنِىٓ	282	(the) Children	0	0	0
2	246	7	إِسْرَٰٓءِيلَ	787647	(of) Israel	0	1	1
2	246	8	مِنۢ	2	from	0	0	0
2	246	9	بَعْدِ	45	after	0	0	0
2	246	10	مُوسَىٰٓ	228	Musa,	0	1	1
2	246	11	إِذْ	179	when	0	0	0
2	246	12	قَالُوا۟	266	they said	0	0	0
2	246	13	لِنَبِىٍّ	20084	to a Prophet	0	0	0
2	246	14	لَّهُمُ	124	of theirs,	0	1	1
2	246	15	ٱبْعَثْ	18847	"Appoint	0	0	0
2	246	16	لَنَا	286	for us	0	0	0
2	246	17	مَلِكًا	3777	a king,	0	1	0
2	246	18	نُّقَٰتِلْ	34444	we may fight	0	0	0
2	246	19	فِى	1	in	0	0	0
2	246	20	سَبِيلِ	369	(the) way	0	0	0
2	246	21	ٱللَّهِ	4	(of) Allah?"	3	1	1
2	246	22	قَالَ	9	He said,	0	0	0
2	246	23	هَلْ	162	"Would	0	0	0
2	246	24	عَسَيْتُمْ	62651	you perhaps -	0	1	1
2	246	25	إِن	3	if	0	0	0
2	246	26	كُتِبَ	307	prescribed	0	0	0
2	246	27	عَلَيْكُمُ	289	upon you	0	0	0
2	246	28	ٱلْقِتَالُ	2227	[the] fighting,	0	1	1
2	246	29	أَلَّا	27	that not	0	0	0
2	246	30	تُقَٰتِلُوا۟	49092	you fight?"	3	1	1
2	246	31	قَالُوا۟	266	They said,	0	0	0
2	246	32	وَمَا	76	"And what	0	0	0
2	246	33	لَنَآ	286	for us	0	1	1
2	246	34	أَلَّا	27	that not	0	0	0
2	246	35	نُقَٰتِلَ	34444	we fight	0	1	0
2	246	36	فِى	1	in	0	0	0
2	246	37	سَبِيلِ	369	(the) way	0	0	0
2	246	38	ٱللَّهِ	4	(of) Allah	0	1	1
2	246	39	وَقَدْ	46	while surely	0	0	0
2	246	40	أُخْرِجْنَا	27883	we have been driven	0	0	0
2	246	41	مِن	2	from	0	0	0
2	246	42	دِيَٰرِنَا	43623	our homes	0	1	0
2	246	43	وَأَبْنَآئِنَا	0	and our children?"	3	0	1
2	246	44	فَلَمَّا	232	Yet, when	0	1	0
2	246	45	كُتِبَ	307	was prescribed	0	0	0
2	246	46	عَلَيْهِمُ	193	upon them	0	0	0
2	246	47	ٱلْقِتَالُ	2227	the fighting	0	1	0
2	246	48	تَوَلَّوْا۟	12018	they turned away,	0	0	1
2	246	49	إِلَّا	27	except	0	0	0
2	246	50	قَلِيلًا	1558	a few	0	0	0
2	246	51	مِّنْهُمْ	168	among them.	4	1	1
2	246	52	وَٱللَّهُ	132	And Allah	0	0	0
2	246	53	عَلِيمٌۢ	3923	(is) All-Knowing	0	0	0
2	246	54	بِٱلظَّٰلِمِينَ	59612	of the wrongdoers.	0	1	1
2	247	1	وَقَالَ	48	And said	0	0	0
2	247	2	لَهُمْ	124	to them	0	0	0
2	247	3	نَبِيُّهُمْ	15120	their Prophet,	0	1	1
2	247	4	إِنَّ	3	"Indeed,	0	0	0
2	247	5	ٱللَّهَ	4	Allah	0	1	0
2	247	6	قَدْ	51	(has) surely	0	0	0
2	247	7	بَعَثَ	1779	raised	0	0	0
2	247	8	لَكُمْ	366	for you	0	1	0
2	247	9	طَالُوتَ	24147	Talut	0	0	0
2	247	10	مَلِكًا	3777	(as) a king."	5	1	1
2	247	11	قَالُوٓا۟	266	They said,	0	0	0
2	247	12	أَنَّىٰ	3436	How	0	0	0
2	247	13	يَكُونُ	65	can be	0	1	0
2	247	14	لَهُ	22	for him	0	0	0
2	247	15	ٱلْمُلْكُ	230	the kingship	0	0	0
2	247	16	عَلَيْنَا	607	over us,	0	1	1
2	247	17	وَنَحْنُ	1051	while we	0	0	0
2	247	18	أَحَقُّ	2725	(are) more entitled	0	0	0
2	247	19	بِٱلْمُلْكِ	11250	to kingship	0	0	0
2	247	20	مِنْهُ	73	than him,	0	1	1
2	247	21	وَلَمْ	91	and not	0	0	0
2	247	22	يُؤْتَ	343535	he has been given	0	0	0
2	247	23	سَعَةً	6326	abundance	0	0	0
2	247	24	مِّنَ	2	of	0	0	0
2	247	25	ٱلْمَالِ	372	[the] wealth?"	5	1	1
2	247	26	قَالَ	9	He said,	0	0	0
2	247	27	إِنَّ	3	"Indeed,	0	0	0
2	247	28	ٱللَّهَ	4	Allah	0	1	0
2	247	29	ٱصْطَفَىٰهُ	48887	has chosen him	0	0	0
2	247	30	عَلَيْكُمْ	289	over you	0	1	1
2	247	31	وَزَادَهُۥ	37155	and increased him	0	0	0
2	247	32	بَسْطَةً	42650	abundantly	0	0	0
2	247	33	فِى	1	in	0	0	0
2	247	34	ٱلْعِلْمِ	151	[the] knowledge	0	0	0
2	247	35	وَٱلْجِسْمِ	36629	and [the] physique.	3	1	1
2	247	36	وَٱللَّهُ	132	And Allah	0	0	0
2	247	37	يُؤْتِى	370283	gives	0	1	0
2	247	38	مُلْكَهُۥ	2034	His kingdom	0	0	0
2	247	39	مَن	2	(to) whom	0	0	0
2	247	40	يَشَآءُ	1761	He wills.	5	1	1
2	247	41	وَٱللَّهُ	132	And Allah	0	0	0
2	247	42	وَٰسِعٌ	2254	(is) All-Encompassing,	0	0	0
2	247	43	عَلِيمٌ	3923	All-Knowing."	0	1	1
2	248	1	وَقَالَ	48	And said	0	0	0
2	248	2	لَهُمْ	124	to them	0	0	0
2	248	3	نَبِيُّهُمْ	15120	their Prophet,	0	0	1
2	248	4	إِنَّ	3	"Indeed,	0	0	0
2	248	5	ءَايَةَ	399	a sign	0	1	0
2	248	6	مُلْكِهِۦٓ	2034	(of) his kingship	0	0	0
2	248	7	أَن	3	(is) that	0	0	0
2	248	8	يَأْتِيَكُمُ	29576	will come to you	0	0	0
2	248	9	ٱلتَّابُوتُ	25719	the ark,	0	1	1
2	248	10	فِيهِ	40	in it	0	0	0
2	248	11	سَكِينَةٌ	20587	(is) tranquility	0	0	0
2	248	12	مِّن	2	from	0	0	0
2	248	13	رَّبِّكُمْ	2625	your Lord,	0	1	1
2	248	14	وَبَقِيَّةٌ	6490	and a remnant	0	0	0
2	248	15	مِّمَّا	138	of what	0	0	0
2	248	16	تَرَكَ	620	(was) left	0	1	0
2	248	17	ءَالُ	320	(by the) family	0	0	0
2	248	18	مُوسَىٰ	228	(of) Musa	0	0	0
2	248	19	وَءَالُ	5899	and family	0	0	0
2	248	20	هَٰرُونَ	1296	(of) Harun	0	1	1
2	248	21	تَحْمِلُهُ	13387	will carry it	0	0	0
2	248	22	ٱلْمَلَٰٓئِكَةُ	356501	the Angels.	5	1	1
2	248	23	إِنَّ	3	Indeed,	0	0	0
2	248	24	فِى	1	in	0	0	0
2	248	25	ذَٰلِكَ	15	that	0	0	0
2	248	26	لَءَايَةً	14381	(is) surely a sign	0	0	0
2	248	27	لَّكُمْ	366	for you	0	1	1
2	248	28	إِن	3	if	0	0	0
2	248	29	كُنتُم	1649	you are	0	0	0
2	248	30	مُّؤْمِنِينَ	388181	believers."	0	1	1
2	249	1	فَلَمَّا	232	Then when	0	0	0
2	249	2	فَصَلَ	676	set out	0	1	0
2	249	3	طَالُوتُ	24147	Talut	0	0	0
2	249	4	بِٱلْجُنُودِ	74131	with the forces	0	0	1
2	249	5	قَالَ	9	he said,	0	1	0
2	249	6	إِنَّ	3	"Indeed,	0	0	0
2	249	7	ٱللَّهَ	4	Allah	0	0	0
2	249	8	مُبْتَلِيكُم	133089	will test you	0	1	0
2	249	9	بِنَهَرٍ	39451	with a river.	0	0	1
2	249	10	فَمَن	329	So whoever	0	0	0
2	249	11	شَرِبَ	3255	drinks	0	1	0
2	249	12	مِنْهُ	73	from it	0	0	0
2	249	13	فَلَيْسَ	813	then he is not	0	0	0
2	249	14	مِنِّى	976	from me,	0	1	1
2	249	15	وَمَن	61	and whoever	0	0	0
2	249	16	لَّمْ	24	(does) not	0	0	0
2	249	17	يَطْعَمْهُ	32315	taste it	0	1	0
2	249	18	فَإِنَّهُۥ	173	then indeed, he	0	0	0
2	249	19	مِنِّىٓ	976	(is) from me	0	1	1
2	249	20	إِلَّا	27	except	0	0	0
2	249	21	مَنِ	2	whoever	0	0	0
2	249	22	ٱغْتَرَفَ	82349	takes	0	1	0
2	249	23	غُرْفَةًۢ	3041	(in the) hollow	0	0	0
2	249	24	بِيَدِهِۦ	1361	(of) his hand."	5	1	1
2	249	25	فَشَرِبُوا۟	55882	Then they drank	0	0	0
2	249	26	مِنْهُ	73	from it	0	0	0
2	249	27	إِلَّا	27	except	0	1	0
2	249	28	قَلِيلًا	1558	a few	0	0	0
2	249	29	مِّنْهُمْ	168	of them.	5	1	1
2	249	30	فَلَمَّا	232	Then when	0	0	0
2	249	31	جَاوَزَهُۥ	65621	he crossed it,	0	1	0
2	249	32	هُوَ	29	he	0	0	0
2	249	33	وَٱلَّذِينَ	1426	and those who	0	1	0
2	249	34	ءَامَنُوا۟	992	believed	0	0	0
2	249	35	مَعَهُۥ	326	with him,	0	1	1
2	249	36	قَالُوا۟	266	they said,	0	1	0
2	249	37	لَا	10	"No	0	0	0
2	249	38	طَاقَةَ	7629	strength	0	0	0
2	249	39	لَنَا	286	for us	0	0	0
2	249	40	ٱلْيَوْمَ	189	today	0	1	0
2	249	41	بِجَالُوتَ	146762	against Jalut	0	0	0
2	249	42	وَجُنُودِهِۦ	23812	and his troops."	5	1	1
2	249	43	قَالَ	9	Said	0	0	0
2	249	44	ٱلَّذِينَ	101	those who	0	0	0
2	249	45	يَظُنُّونَ	15327	were certain	0	1	0
2	249	46	أَنَّهُم	313	that they	0	0	0
2	249	47	مُّلَٰقُوا۟	96675	(would) meet	0	0	0
2	249	48	ٱللَّهِ	4	Allah,	0	1	1
2	249	49	كَم	818	"How many	0	0	0
2	249	50	مِّن	2	of	0	0	0
2	249	51	فِئَةٍ	41174	a company	0	0	0
2	249	52	قَلِيلَةٍ	3744	small	0	1	1
2	249	53	غَلَبَتْ	14213	overcame	0	0	0
2	249	54	فِئَةً	41174	a company	0	0	0
2	249	55	كَثِيرَةًۢ	545	large	0	1	0
2	249	56	بِإِذْنِ	1757	by (the) permission	0	0	0
2	249	57	ٱللَّهِ	4	(of) Allah.	4	1	1
2	249	58	وَٱللَّهُ	132	And Allah	0	0	0
2	249	59	مَعَ	37	(is) with	0	0	0
2	249	60	ٱلصَّٰبِرِينَ	14082	the patient ones."	0	1	1
2	250	1	وَلَمَّا	656	And when	0	0	0
2	250	2	بَرَزُوا۟	60687	they went forth	0	1	0
2	250	3	لِجَالُوتَ	164225	to (face) Jalut	0	0	0
2	250	4	وَجُنُودِهِۦ	23812	and his troops	0	1	1
2	250	5	قَالُوا۟	266	they said,	0	0	0
2	250	6	رَبَّنَآ	1228	"Our Lord!	0	1	0
2	250	7	أَفْرِغْ	28132	Pour	0	0	0
2	250	8	عَلَيْنَا	607	on us	0	0	0
2	250	9	صَبْرًا	10766	patience	0	1	1
2	250	10	وَثَبِّتْ	6258	and make firm	0	0	0
2	250	11	أَقْدَامَنَا	44057	our feet,	0	1	1
2	250	12	وَٱنصُرْنَا	56514	and help us	0	0	0
2	250	13	عَلَى	5	against	0	0	0
2	250	14	ٱلْقَوْمِ	846	the people	0	1	0
2	250	15	ٱلْكَٰفِرِينَ	4307	(who are) disbelieving."	0	1	1
2	251	1	فَهَزَمُوهُم	77960	So they defeated them	0	1	0
2	251	2	بِإِذْنِ	1757	by (the) permission	0	0	0
2	251	3	ٱللَّهِ	4	(of) Allah,	0	1	1
2	251	4	وَقَتَلَ	3159	and killed	0	0	0
2	251	5	دَاوُۥدُ	13392	Dawood	0	0	0
2	251	6	جَالُوتَ	34813	Jalut,	0	1	1
2	251	7	وَءَاتَىٰهُ	28763	and gave him	0	0	0
2	251	8	ٱللَّهُ	4	Allah	0	0	0
2	251	9	ٱلْمُلْكَ	230	the kingdom	0	1	0
2	251	10	وَٱلْحِكْمَةَ	7053	and the wisdom	0	0	1
2	251	11	وَعَلَّمَهُۥ	9275	and taught him	0	1	0
2	251	12	مِمَّا	138	that which	0	0	0
2	251	13	يَشَآءُ	1761	He willed.	4	1	1
2	251	14	وَلَوْلَا	3928	And if not	0	0	0
2	251	15	دَفْعُ	1244	(for the) repelling	0	0	0
2	251	16	ٱللَّهِ	4	(by) Allah,	0	1	0
2	251	17	ٱلنَّاسَ	78	[the] people -	0	0	0
2	251	18	بَعْضَهُم	395	some of them	0	0	0
2	251	19	بِبَعْضٍ	2041	with others,	0	1	0
2	251	20	لَّفَسَدَتِ	59125	certainly (would have) corrupted	0	0	0
2	251	21	ٱلْأَرْضُ	178	the Earth,	0	1	1
2	251	22	وَلَٰكِنَّ	142	[and] but	0	0	0
2	251	23	ٱللَّهَ	4	Allah	0	1	0
2	251	24	ذُو	1123	(is) Possessor	0	0	0
2	251	25	فَضْلٍ	1007	(of) bounty	0	0	0
2	251	26	عَلَى	5	to	0	0	0
2	251	27	ٱلْعَٰلَمِينَ	1277	the worlds.	0	1	1
2	252	1	تِلْكَ	157	These	0	0	0
2	252	2	ءَايَٰتُ	1555	(are the) Verses	0	0	0
2	252	3	ٱللَّهِ	4	(of) Allah,	0	1	1
2	252	4	نَتْلُوهَا	102153	We recite them	0	0	0
2	252	5	عَلَيْكَ	415	to you	0	0	0
2	252	6	بِٱلْحَقِّ	2073	in [the] truth.	5	1	1
2	252	7	وَإِنَّكَ	8184	And indeed, you	0	0	0
2	252	8	لَمِنَ	353	(are) surely of	0	0	0
2	252	9	ٱلْمُرْسَلِينَ	6555	the Messengers.	0	1	1
2	253	1	تِلْكَ	157	These	0	0	0
2	253	2	ٱلرُّسُلُ	2266	(are) the Messengers	0	0	1
2	253	3	فَضَّلْنَا	35971	We (have) preferred	0	0	0
2	253	4	بَعْضَهُمْ	395	some of them	0	1	0
2	253	5	عَلَىٰ	5	over	0	0	0
2	253	6	بَعْضٍ	75	others.	1	1	1
2	253	7	مِّنْهُم	168	Among them	0	0	0
2	253	8	مَّن	2	(were those with) whom	0	0	0
2	253	9	كَلَّمَ	7929	spoke	0	0	0
2	253	10	ٱللَّهُ	4	Allah,	3	1	1
2	253	11	وَرَفَعَ	3598	and He raised	0	0	0
2	253	12	بَعْضَهُمْ	395	some of them	0	0	0
2	253	13	دَرَجَٰتٍ	3960	(in) degrees.	5	1	1
2	253	14	وَءَاتَيْنَا	39175	And We gave	0	0	0
2	253	15	عِيسَى	517	Isa,	0	1	0
2	253	16	ٱبْنَ	17	son	0	0	0
2	253	17	مَرْيَمَ	1488	(of) Maryam,	0	1	0
2	253	18	ٱلْبَيِّنَٰتِ	14069	the clear proofs	0	1	1
2	253	19	وَأَيَّدْنَٰهُ	105504	and We supported him	0	1	0
2	253	20	بِرُوحِ	9987	with Spirit	0	0	0
2	253	21	ٱلْقُدُسِ	2150	[the] Holy.	4	0	1
